Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_048391095.1	573	SAMN45965158	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048391125.1	573	SAMN45963286	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048393755.1	573	SAMN45963435	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048393765.1	1390	SAMN46969091	PRJNA224116	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048393775.1	573	SAMN46968738	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048396365.1	3378074	SAMN44580374	PRJNA224116	Mycolicibacterium sp. SCSIO 43805	Mycolicibacterium sp. SCSIO 43805	Mycobacterium (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Mycobacteriaceae|family; Mycobacterium|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048396375.1	1211807	SAMN46975402	PRJNA224116	Stutzerimonas kunmingensis	Stutzerimonas kunmingensis	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048396385.1	371601	SAMN46979740	PRJNA224116	Bacteroides xylanisolvens	Bacteroides xylanisolvens	Bacteroides (genus)			Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Bacteroidaceae|family; Bacteroides|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048398235.1	1089444	SAMN46978074	PRJNA224116	Dickeya solani	Dickeya solani	Dickeya (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family; Dickeya|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048398245.1	86174	SAMN46998555	PRJNA224116	Thauera butanivorans	Thauera butanivorans	Thauera (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Rhodocyclales|order; Zoogloeaceae|family; Thauera|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048398275.1	94625	SAMN47009341	PRJNA224116	Brucella intermedia	Brucella intermedia	Brucella (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Brucellaceae|family; Brucella|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048399105.1	504	SAMN47009477	PRJNA224116	Kingella kingae	Kingella kingae	Kingella (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Neisseriales|order; Neisseriaceae|family; Kingella|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048399115.1	573	SAMN45963464	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048399145.1	1580	SAMN37828895	PRJNA224116	Levilactobacillus brevis	Levilactobacillus brevis	Levilactobacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Levilactobacillus|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048400075.1	2587529	SAMN42769376	PRJNA224116	Klebsiella pasteurii	Klebsiella pasteurii	Enterobacteriaceae (family)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048401065.1	3398328	SAMN46635239	PRJNA224116	Pseudoalteromonas sp. US3C1004	Pseudoalteromonas sp. US3C1004	Pseudoalteromonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Pseudoalteromonadaceae|family; Pseudoalteromonas|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048401115.1	3398327	SAMN46635238	PRJNA224116	Pseudoalteromonas sp. US3C1013	Pseudoalteromonas sp. US3C1013	Pseudoalteromonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Pseudoalteromonadaceae|family; Pseudoalteromonas|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048401695.1	138532	SAMN46785284	PRJNA224116	Curtobacterium flaccumfaciens pv. flaccumfaciens	Curtobacterium flaccumfaciens pv. flaccumfaciens	Curtobacterium (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Microbacteriaceae|family; Curtobacterium|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048401725.1	340146	SAMN46977711	PRJNA224116	Exiguobacterium mexicanum	Exiguobacterium mexicanum	Exiguobacterium (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillales_Incertae Sedis XII|family; Exiguobacterium|genus		9				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048401735.1	562	SAMN45629343	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048402605.1	562	SAMN45628431	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048402635.1	562	SAMN45629909	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048402645.1	562	SAMN45773517	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048403405.1	562	SAMN45773516	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048403475.1	562	SAMN45678109	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048403485.1	562	SAMN45677712	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048404295.1	562	SAMN45771140	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048404345.1	562	SAMN45771130	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048404355.1	562	SAMN45771131	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048405095.1	562	SAMN45676835	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048405105.1	562	SAMN45677241	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048405895.1	562	SAMN45771182	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048406825.1	3068306	SAMN45148574	PRJNA224116	Lacticaseibacillus styriensis	Lacticaseibacillus styriensis	Lacticaseibacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lacticaseibacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048406835.1	86840	SAMN45675545	PRJNA224116	Pseudomonas cannabina	Pseudomonas cannabina	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048406925.1	1648	SAMN46547884	PRJNA224116	Erysipelothrix rhusiopathiae	Erysipelothrix rhusiopathiae	Erysipelothrix (genus)			Bacteria|domain; Bacillota|phylum; Erysipelotrichia|class; Erysipelotrichales|order; Erysipelotrichaceae|family; Erysipelothrix|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048453025.1	3152361	SAMN41431175	PRJNA224116	Phosphitispora sp. TUW77	Phosphitispora sp. TUW77	Phosphitispora (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptococcaceae|family; Phosphitispora|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048457185.1	562	SAMN44373733	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048457195.1	562	SAMN44378083	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048457885.1	1522174	SAMN44806368	PRJNA224116	Glutamicibacter endophyticus	Glutamicibacter endophyticus	Glutamicibacter (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Micrococcaceae|family; Glutamicibacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048480215.1	470	SAMN45814610	PRJNA224116	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Moraxellaceae|family; Acinetobacter|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048500655.1	1597	SAMN46760028	PRJNA224116	Lacticaseibacillus paracasei	Lacticaseibacillus paracasei	Lacticaseibacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lacticaseibacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048500665.1	2054410	SAMN46927716	PRJNA224116	Streptomyces tritici	Streptomyces tritici	Streptomyces (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048516965.1	492670	SAMN46969090	PRJNA224116	Bacillus velezensis	Bacillus velezensis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048516975.1	2923283	SAMN41801734	PRJNA224116	Providencia manganoxydans	Providencia manganoxydans	Providencia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Morganellaceae|family; Providencia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048516995.1	573	SAMN47131017	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048517015.1	1255	SAMN44785717	PRJNA224116	Pediococcus pentosaceus	Pediococcus pentosaceus	Pediococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Pediococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048517025.1	86265	SAMN47125869	PRJNA224116	Pseudomonas thivervalensis	Pseudomonas thivervalensis	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048517035.1	3402279	SAMN47125765	PRJNA224116	Serratia sp. NFX21	Serratia sp. NFX21	Serratia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Serratia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048517045.1	3398817	SAMN46728389	PRJNA224116	Alteromonas sp. OM2203	Alteromonas sp. OM2203	Alteromonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Alteromonadaceae|family; Alteromonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537405.1	1423	SAMN46999015	PRJNA224116	Bacillus subtilis	Bacillus subtilis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537415.1	614	SAMN46474773	PRJNA224116	Serratia liquefaciens	Serratia liquefaciens	Serratia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Serratia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537445.1	48408	SAMN46990478	PRJNA224116	Photobacterium leiognathi subsp. mandapamensis	Photobacterium leiognathi subsp. mandapamensis	Photobacterium (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Photobacterium|genus		20				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537455.1	48408	SAMN46990476	PRJNA224116	Photobacterium leiognathi subsp. mandapamensis	Photobacterium leiognathi subsp. mandapamensis	Photobacterium (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Photobacterium|genus		19				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537465.1	48408	SAMN46990477	PRJNA224116	Photobacterium leiognathi subsp. mandapamensis	Photobacterium leiognathi subsp. mandapamensis	Photobacterium (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Photobacterium|genus		20				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537505.1	48408	SAMN46990481	PRJNA224116	Photobacterium leiognathi subsp. mandapamensis	Photobacterium leiognathi subsp. mandapamensis	Photobacterium (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Photobacterium|genus		21				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537515.1	48408	SAMN46990479	PRJNA224116	Photobacterium leiognathi subsp. mandapamensis	Photobacterium leiognathi subsp. mandapamensis	Photobacterium (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Photobacterium|genus		17				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537525.1	48408	SAMN46990482	PRJNA224116	Photobacterium leiognathi subsp. mandapamensis	Photobacterium leiognathi subsp. mandapamensis	Photobacterium (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Photobacterium|genus		21				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537535.1	614	SAMN46474946	PRJNA224116	Serratia liquefaciens	Serratia liquefaciens	Serratia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Serratia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537545.1	47917	SAMN46474823	PRJNA224116	Serratia fonticola	Serratia fonticola	Serratia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Serratia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537555.1	362457	SAMN47118577	PRJNA224116	Acinetobacter sp. A2	Acinetobacter sp. A2	Acinetobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Moraxellaceae|family; Acinetobacter|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537565.1	3402159	SAMN47009735	PRJNA224116	Maribacter sp. X9	Maribacter sp. X9	Maribacter (genus)			Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Flavobacteriaceae|family; Maribacter|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537575.1	28197	SAMN47006194	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537585.1	2933791	SAMN46971446	PRJNA224116	Arcobacter cryaerophilus gv. pseudocryaerophilus	Arcobacter cryaerophilus gv. pseudocryaerophilus	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537595.1	3383250	SAMN45050602	PRJNA224116	Wolbachia endosymbiont of Rhagoletis indifferens	Wolbachia endosymbiont of Rhagoletis indifferens	Anaplasmataceae (family)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rickettsiales|order; Anaplasmataceae|family		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537605.1	3383250	SAMN45050601	PRJNA224116	Wolbachia endosymbiont of Rhagoletis indifferens	Wolbachia endosymbiont of Rhagoletis indifferens	Anaplasmataceae (family)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rickettsiales|order; Anaplasmataceae|family		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCA_048537635.1	3383250	SAMN45050600	PRJNA1190473	Wolbachia endosymbiont of Rhagoletis indifferens	Wolbachia endosymbiont of Rhagoletis indifferens	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537645.1	1220542	SAMN45050599	PRJNA224116	Wolbachia endosymbiont of Rhagoletis cingulata	Wolbachia endosymbiont of Rhagoletis cingulata	Pseudomonadaceae (family)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048537655.1	1220542	SAMN45050598	PRJNA224116	Wolbachia endosymbiont of Rhagoletis cingulata	Wolbachia endosymbiont of Rhagoletis cingulata	Anaplasmataceae (family)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rickettsiales|order; Anaplasmataceae|family		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541535.1	1245	SAMN46975459	PRJNA224116	Leuconostoc mesenteroides	Leuconostoc mesenteroides	Leuconostoc (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Leuconostocaceae|family; Leuconostoc|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541545.1	492670	SAMN47021558	PRJNA224116	Bacillus velezensis	Bacillus velezensis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541565.1	47770	SAMN13498533	PRJNA224116	Lactobacillus crispatus	Lactobacillus crispatus	Lactobacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541575.1	216778	SAMN47181884	PRJNA224116	Stenotrophomonas rhizophila	Stenotrophomonas rhizophila	Stenotrophomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Stenotrophomonas|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541585.1	3402688	SAMN47143437	PRJNA224116	Legionella sp. D16C41	Legionella sp. D16C41	Legionella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Legionellales|order; Legionellaceae|family; Legionella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541595.1	316407	SAMN42945527	PRJNA224116	Escherichia coli str. K-12 substr. W3110	Escherichia coli str. K-12 substr. W3110	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541605.1	573	SAMN47190801	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541615.1	1590	SAMN47195325	PRJNA224116	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum	Lactiplantibacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactiplantibacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541625.1	562	SAMN47210858	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541635.1	1742358	SAMN47099659	PRJNA224116	Cytobacillus praedii	Cytobacillus praedii	Cytobacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Cytobacillus|genus		13				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541645.1	573	SAMN47190802	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541655.1	1280	SAMN47101733	PRJNA224116	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541805.1	3402779	SAMN47099437	PRJNA224116	Caulobacter sp. ErkDOM-YI	Caulobacter sp. ErkDOM-YI	Caulobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Caulobacterales|order; Caulobacteraceae|family; Caulobacter|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541825.1	3402777	SAMN47099435	PRJNA224116	Caulobacter sp. ErkDOM-C	Caulobacter sp. ErkDOM-C	Caulobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Caulobacterales|order; Caulobacteraceae|family; Caulobacter|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048541895.1	3402778	SAMN47099436	PRJNA224116	Caulobacter sp. ErkDOM-E	Caulobacter sp. ErkDOM-E	Caulobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Caulobacterales|order; Caulobacteraceae|family; Caulobacter|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048564845.1	28197	SAMN47201740	PRJNA224116	Aliarcobacter butzleri	Aliarcobacter butzleri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_048564855.1	1355374	SAMN47201738	PRJNA224116	Aliarcobacter lanthieri	Aliarcobacter lanthieri	Arcobacter (genus)			Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
