Data source record id,NCBI tax id,BioSample,BioProject,Data source organism name,NCBI scientific name,RDP taxa,Data source lineage,NCBI taxonomic lineage,RDP taxonomic lineage,basecount,16S gene count,23S gene count,tRNA gene count,Curator,Evidence,Note,References,rrnDB version
GCF_048213115.1,3373598,SAMN44348668,PRJNA224116,Niveibacterium terrae,Niveibacterium terrae,Niveibacterium (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Rhodocyclales|order; Rhodocyclaceae|family; Niveibacterium|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048270625.1,3160967,SAMN41724761,PRJNA224116,Bacillus sp. CSS-39,Bacillus sp. CSS-39,Sutcliffiella (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Sutcliffiella|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048282545.1,3399690,SAMN46785171,PRJNA224116,Opacimonas sp. LMIT016,Opacimonas sp. LMIT016,Alteromonadaceae (family),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Alteromonadaceae|family,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048300925.1,1123368,SAMN02199103,PRJNA224116,Thermithiobacillus tepidarius DSM 3134,Thermithiobacillus tepidarius DSM 3134,Thermithiobacillus (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Acidithiobacillia|class; Acidithiobacillales|order; Thermithiobacillaceae|family; Thermithiobacillus|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048305125.1,1321610,SAMN41427629,PRJNA224116,Variovorax paradoxus NBRC 15149,Variovorax paradoxus NBRC 15149,Variovorax (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Comamonadaceae|family; Variovorax|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048319815.1,2763021,SAMN46974833,PRJNA224116,Bacteroides difficilis,Bacteroides difficilis,Bacteroides (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Bacteroidaceae|family; Bacteroides|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048320135.1,1547922,SAMN46908788,PRJNA224116,Piscinibacter sakaiensis,Piscinibacter sakaiensis,Comamonadaceae (family),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Comamonadaceae|family,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048320235.1,2011099,SAMN46971414,PRJNA224116,Aliarcobacter vitoriensis,Aliarcobacter vitoriensis,Arcobacter (genus),NA,NA,Bacteria|domain; Campylobacterota|phylum; Campylobacteria|class; Campylobacterales|order; Arcobacteraceae|family; Arcobacter|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048398245.1,86174,SAMN46998555,PRJNA224116,Thauera butanivorans,Thauera butanivorans,Thauera (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Rhodocyclales|order; Zoogloeaceae|family; Thauera|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048457885.1,1522174,SAMN44806368,PRJNA224116,Glutamicibacter endophyticus,Glutamicibacter endophyticus,Glutamicibacter (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Micrococcaceae|family; Glutamicibacter|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048500665.1,2054410,SAMN46927716,PRJNA224116,Streptomyces tritici,Streptomyces tritici,Streptomyces (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048537465.1,48408,SAMN46990477,PRJNA224116,Photobacterium leiognathi subsp. mandapamensis,Photobacterium leiognathi subsp. mandapamensis,Photobacterium (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Photobacterium|genus,NA,20,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048537595.1,3383250,SAMN45050602,PRJNA224116,Wolbachia endosymbiont of Rhagoletis indifferens,Wolbachia endosymbiont of Rhagoletis indifferens,Anaplasmataceae (family),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rickettsiales|order; Anaplasmataceae|family,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048537655.1,1220542,SAMN45050598,PRJNA224116,Wolbachia endosymbiont of Rhagoletis cingulata,Wolbachia endosymbiont of Rhagoletis cingulata,Anaplasmataceae (family),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rickettsiales|order; Anaplasmataceae|family,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048565265.1,3143496,SAMN47220196,PRJNA224116,Burkholderia theae,Burkholderia theae,Burkholderia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048565275.1,859321,SAMN04903901,PRJNA224116,Desulfosarcina variabilis str. Montpellier,Desulfosarcina variabilis str. Montpellier,Desulfosarcina (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Desulfobacterales|order; Desulfobacteraceae|family; Desulfosarcina|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048568265.1,2662455,SAMN47240169,PRJNA224116,Paraclostridium dentum,Paraclostridium dentum,Paraclostridium (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptostreptococcaceae|family; Paraclostridium|genus,NA,16,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048568405.1,3133180,SAMN46120661,PRJNA224116,Enterobacter intestinihominis,Enterobacter intestinihominis,Enterobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Enterobacter|genus,NA,8,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048572725.1,2039455,SAMN46927678,PRJNA224116,Streptomyces boninensis,Streptomyces boninensis,Streptomyces (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048572935.1,86668,SAMN46817547,PRJNA224116,Neobacillus niacini,Neobacillus niacini,Neobacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Neobacillus|genus,NA,17,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048595595.1,310300,SAMN27776050,PRJNA224116,Bacteroides pyogenes,Bacteroides pyogenes,Bacteroides (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Bacteroidaceae|family; Bacteroides|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048595715.1,206506,SAMN43522527,PRJNA224116,Kerstersia gyiorum,Kerstersia gyiorum,Kerstersia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Kerstersia|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048627025.1,2015348,SAMN47284670,PRJNA224116,Burkholderia aenigmatica,Burkholderia aenigmatica,Burkholderia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_048629425.1,474953,SAMN47318345,PRJNA224116,Telmatobacter bradus,Telmatobacter bradus,Telmatobacter (genus),NA,NA,Bacteria|domain; Acidobacteriota|phylum; Terriglobia|class; Terriglobales|order; Acidobacteriaceae|family; Telmatobacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900005615.1,34004,SAMEA3320986,PRJNA224116,Paracoccus aminovorans,Paracoccus aminovorans,Paracoccus (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rhodobacterales|order; Paracoccaceae|family; Paracoccus|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900015005.1,1423778,SAMEA3608370,PRJNA224116,Paucilactobacillus oligofermentans DSM 15707 = LMG 22743,Paucilactobacillus oligofermentans DSM 15707 = LMG 22743,Paucilactobacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Paucilactobacillus|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900039485.1,1778262,SAMEA3725905,PRJNA224116,Candidatus Doolittlea endobia,Candidatus Doolittlea endobia,Sodalis (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family; Sodalis|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900044015.1,1778263,SAMEA3725908,PRJNA224116,Candidatus Hoaglandella endobia,Candidatus Hoaglandella endobia,Pectobacteriaceae (family),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900048035.1,1070130,SAMEA3725906,PRJNA224116,Candidatus Gullanella endobia,Candidatus Gullanella endobia,Sodalis (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family; Sodalis|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900048045.1,1778264,SAMEA3725907,PRJNA224116,Candidatus Mikella endobia,Candidatus Mikella endobia,Enterobacterales (order),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900066015.1,1806508,SAMEA3627641,PRJNA224116,Candidatus Promineifilum breve,Candidatus Promineifilum breve,Anaerolineaceae (family),NA,NA,Bacteria|domain; Chloroflexota|phylum; Anaerolineae|class; Anaerolineales|order; Anaerolineaceae|family,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900070325.1,1679721,SAMEA3518679,PRJNA224116,Herbinix luporum,Herbinix luporum,Herbinix (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Lachnospiraceae|family; Herbinix|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900070355.1,472569,SAMEA3388572,PRJNA224116,Devriesea agamarum,Devriesea agamarum,Devriesea (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Dermabacteraceae|family; Devriesea|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900087655.1,1744,SAMEA3991644,PRJNA224116,Propionibacterium freudenreichii,Propionibacterium freudenreichii,Propionibacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Propionibacteriales|order; Propionibacteriaceae|family; Propionibacterium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900089455.2,1851544,SAMEA4026966,PRJNA224116,Orrella dioscoreae,Orrella dioscoreae,Orrella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Orrella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900090215.1,1835721,SAMEA3935976,PRJNA224116,secondary endosymbiont of Trabutina mannipara,secondary endosymbiont of Trabutina mannipara,Enterobacterales (order),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900095135.1,1642647,SAMEA4373296,PRJNA224116,Proteiniphilum saccharofermentans,Proteiniphilum saccharofermentans,Proteiniphilum (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Dysgonomonadaceae|family; Proteiniphilum|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900095155.1,1218315,SAMEA4378174,PRJNA224116,Brucella inopinata,Brucella inopinata,Brucella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Brucellaceae|family; Brucella|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900095795.1,1642646,SAMEA4408017,PRJNA224116,Petrimonas mucosa,Petrimonas mucosa,Petrimonas (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Dysgonomonadaceae|family; Petrimonas|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900095885.1,1401087,SAMEA4416159,PRJNA224116,Dickeya aquatica,Dickeya aquatica,Dickeya (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family; Dickeya|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900096765.1,576610,SAMEA4378219,PRJNA224116,Polynucleobacter necessarius,Polynucleobacter necessarius,Polynucleobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Polynucleobacter|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900097105.1,1679444,SAMEA4378782,PRJNA224116,Akkermansia glycaniphila,Akkermansia glycaniphila,Akkermansia (genus),NA,NA,Bacteria|domain; Verrucomicrobiota|phylum; Verrucomicrobiia|class; Verrucomicrobiales|order; Akkermansiaceae|family; Akkermansia|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900116935.1,89059,SAMEA4527927,PRJNA224116,Ligilactobacillus acidipiscis,Ligilactobacillus acidipiscis,Ligilactobacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Ligilactobacillus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900119705.1,1852373,SAMEA4021839,PRJNA224116,Murdochiella vaginalis,Murdochiella vaginalis,Murdochiella (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptoniphilaceae|family; Murdochiella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900119795.1,1349785,SAMEA4548139,PRJNA224116,Tenacibaculum maritimum NCIMB 2154,Tenacibaculum maritimum NCIMB 2154,Tenacibaculum (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Flavobacteriaceae|family; Tenacibaculum|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900119915.1,1805478,SAMEA4554851,PRJNA224116,Olsenella timonensis,Olsenella timonensis,Thermophilibacter (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Coriobacteriia|class; Coriobacteriales|order; Atopobiaceae|family; Thermophilibacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900120165.1,1852374,SAMEA4554850,PRJNA224116,Ezakiella massiliensis,Ezakiella massiliensis,Ezakiella (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptoniphilaceae|family; Ezakiella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900120245.1,1852377,SAMEA4555081,PRJNA224116,Actinomyces pacaensis,Actinomyces pacaensis,Schaalia (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Actinomycetales|order; Actinomycetaceae|family; Schaalia|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900120375.1,1871025,SAMEA4555317,PRJNA224116,Ndongobacter massiliensis,Ndongobacter massiliensis,Peptoniphilaceae (family),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptoniphilaceae|family,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900128415.1,1870984,SAMEA4555797,PRJNA224116,Anaerococcus mediterraneensis,Anaerococcus mediterraneensis,Anaerococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptoniphilaceae|family; Anaerococcus|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900130075.1,1809410,SAMEA4545685,PRJNA224116,Herminiimonas arsenitoxidans,Herminiimonas arsenitoxidans,Herminiimonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Oxalobacteraceae|family; Herminiimonas|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900149385.2,83559,SAMEA4555948,PRJNA224116,Chlamydia suis,Chlamydia suis,Chlamydia (genus),NA,NA,Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900155645.1,1871034,SAMEA48205918,PRJNA224116,Vaginimicrobium propionicum,Vaginimicrobium propionicum,Vaginimicrobium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Propionibacteriales|order; Propionibacteriaceae|family; Vaginimicrobium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900157305.1,1236046,SAMEA53329168,PRJNA224116,Mesotoga infera,Mesotoga infera,Mesotoga (genus),NA,NA,Bacteria|domain; Thermotogota|phylum; Thermotogae|class; Kosmotogales|order; Kosmotogaceae|family; Mesotoga|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900161835.1,1929246,SAMEA37052668,PRJNA224116,Sodalis endosymbiont of Henestaris halophilus,Sodalis endosymbiont of Henestaris halophilus,Sodalis (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family; Sodalis|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900169485.1,1944646,SAMEA103910411,PRJNA224116,Phoenicibacter congonensis,Phoenicibacter congonensis,Eggerthellaceae (family),NA,NA,Bacteria|domain; Actinomycetota|phylum; Coriobacteriia|class; Eggerthellales|order; Eggerthellaceae|family,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900169565.1,1325564,SAMEA17758918,PRJNA224116,Nitrospira japonica,Nitrospira japonica,Nitrospira (genus),NA,NA,Bacteria|domain; Nitrospirota|phylum; Nitrospiria|class; Nitrospirales|order; Nitrospiraceae|family; Nitrospira|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900183975.1,48664,SAMEA104068692,PRJNA224116,Xanthomonas fragariae,Xanthomonas fragariae,Xanthomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Xanthomonas|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900184295.1,33069,SAMEA104090973,PRJNA224116,Pseudomonas viridiflava,Pseudomonas viridiflava,Pseudomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900184705.1,1986204,SAMEA104092011,PRJNA224116,Brevefilum fermentans,Brevefilum fermentans,Anaerolineaceae (family),NA,NA,Bacteria|domain; Chloroflexota|phylum; Anaerolineae|class; Anaerolineales|order; Anaerolineaceae|family,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900186835.1,754,SAMEA4362423,PRJNA224116,Pasteurella dagmatis,Pasteurella dagmatis,Pasteurella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900186865.1,40324,SAMEA4076705,PRJNA224116,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Xanthomonadales|order; Xanthomonadaceae|family; Stenotrophomonas|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900186885.1,29466,SAMEA4063028,PRJNA224116,Veillonella parvula,Veillonella parvula,Veillonella (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Negativicutes|class; Veillonellales|order; Veillonellaceae|family; Veillonella|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900186965.1,452,SAMEA4412668,PRJNA224116,Legionella spiritensis,Legionella spiritensis,Legionella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Legionellales|order; Legionellaceae|family; Legionella|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900186985.1,70258,SAMEA4384060,PRJNA224116,Staphylococcus piscifermentans,Staphylococcus piscifermentans,Staphylococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900186995.1,249188,SAMEA4384241,PRJNA224116,Haemophilus pittmaniae,Haemophilus pittmaniae,Haemophilus (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Haemophilus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187005.1,1294,SAMEA4412661,PRJNA224116,Staphylococcus muscae,Staphylococcus muscae,Staphylococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187015.1,61651,SAMEA4384070,PRJNA224116,Serratia ficaria,Serratia ficaria,Serratia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Serratia|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187035.1,158847,SAMEA4364220,PRJNA224116,Megamonas hypermegale,Megamonas hypermegale,Megamonas (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Negativicutes|class; Selenomonadales|order; Selenomonadaceae|family; Megamonas|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187045.1,1863,SAMEA4475696,PRJNA224116,Dermatophilus congolensis,Dermatophilus congolensis,Dermatophilus (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Dermatophilaceae|family; Dermatophilus|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187055.1,308354,SAMEA4384339,PRJNA224116,Staphylococcus simiae,Staphylococcus simiae,Staphylococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187065.1,1797,SAMEA4412656,PRJNA224116,Mycolicibacterium thermoresistibile,Mycolicibacterium thermoresistibile,Mycobacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Mycobacteriaceae|family; Mycobacterium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187075.1,643214,SAMEA4384403,PRJNA224116,Mammaliicoccus stepanovicii,Mammaliicoccus stepanovicii,Mammaliicoccus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Mammaliicoccus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187085.1,400065,SAMEA4412692,PRJNA224116,Streptococcus merionis,Streptococcus merionis,Streptococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187095.1,66969,SAMEA4504053,PRJNA224116,Legionella waltersii,Legionella waltersii,Legionella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Legionellales|order; Legionellaceae|family; Legionella|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_900187105.1,539,SAMEA4412678,PRJNA224116,Eikenella corrodens,Eikenella corrodens,Eikenella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Neisseriales|order; Neisseriaceae|family; Eikenella|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
